Date,Close,High,Low,Open,Volume
2021-11-03,147.8864288330078,148.35500663634056,146.25615583539988,146.8125891838913,54511500
2021-11-04,147.3690185546875,148.80403696262286,147.0566234619275,147.97426542713765,60394600
2021-11-05,147.89694213867188,148.79636649786093,146.70422366033108,148.49330137784227,65463900
2021-11-08,147.07574462890625,148.18047945260236,146.80200740282297,148.02405391839477,55020900
2021-11-09,147.43743896484375,148.0435691533501,146.70421118808,146.84107977637362,56787900
2021-11-10,144.61207580566406,146.7726603269792,144.54364896685252,146.66511965093986,65187100
2021-11-11,144.5631866455078,146.0882980655143,144.37743321812488,145.62882237351127,41000000
2021-11-12,146.6358184814453,147.03663842202138,144.18193940351156,145.11069182006318,63804000
2021-11-15,146.64559936523438,148.4835623175651,146.08833892721682,147.00732040338218,59222800
2021-11-16,147.62318420410156,148.1022316953491,146.00030323462437,146.58689139053743,59256200
2021-11-17,150.05751037597656,151.53373689410836,147.61341784542643,147.62318884522813,88807000
2021-11-18,154.3395538330078,155.12166644396783,149.62735108476016,150.27259510761894,137827700
2021-11-19,156.95965576171875,157.41914644005507,153.02955003283444,154.12449892543512,117305600
2021-11-22,157.41912841796875,161.99446283900974,157.39957149925132,158.0643575600625,117467900
2021-11-23,157.80038452148438,158.18166233731603,155.50293170970644,157.5168614506406,96041900
2021-11-24,158.31857299804688,158.5140974575523,156.07000441983408,157.1551823252834,69463600
2021-11-26,153.3032684326172,156.8618668141861,152.8633347292546,156.00155632601601,76959800
2021-11-29,156.6565704345703,157.58532267329434,155.2389847402696,155.8060160344783,88748200
2021-11-30,161.60340881347656,161.8184901598309,156.34371666317804,156.41215841772612,174048100
2021-12-01,161.08529663085938,166.49162952296948,160.85065831650064,163.7346852701077,152052500
2021-12-02,160.09783935546875,160.52800204808736,154.27113083970096,155.19011206164845,136739200
2021-12-03,158.2207794189453,161.27101721338744,156.14819360952984,160.35203598315746,118023100
2021-12-06,161.62295532226562,164.12570364495514,160.60620449270007,160.61597549233863,107497000
2021-12-07,167.35189819335938,167.74296195252498,164.5754126322905,165.29886939857903,120405400
2021-12-08,171.1647186279297,172.02504411674911,166.882663021836,168.28069194116756,116998900
2021-12-09,170.65631103515625,172.7973384356804,170.03062395661757,170.9984899495763,108923700
2021-12-10,175.43698120117188,175.61296364291238,170.78343380069845,171.29180928871014,115402700
2021-12-13,171.80992126464844,178.0570207166816,171.60461094345368,177.06959785970832,153237000
2021-12-14,170.4314422607422,173.76518766396276,168.3588568100855,171.33086641701877,139380400
2021-12-15,175.29034423828125,175.4858686850592,168.45665517933287,171.19404218690133,131063300
2021-12-16,168.4077606201172,177.08918279763162,166.93153397693786,175.27077720416733,150185800
2021-12-17,167.31280517578125,169.59070130648584,165.89523442801953,166.12985777423478,195432700
2021-12-20,165.95387268066406,166.76531314131543,163.7150906232475,164.51674516713837,107499100
2021-12-21,169.1214599609375,169.3267554134747,165.33799395674112,167.72343104614094,91185900
2021-12-22,171.712158203125,171.92723953166936,168.30019977990446,169.17029609354066,92135300
2021-12-23,172.33786010742188,172.89512039322665,171.35045204505695,171.9174833311616,68356600
2021-12-27,176.29734802246094,176.38533180519676,173.11025557923338,173.1297975859109,74919600
2021-12-28,175.28057861328125,177.27496698697752,174.537579662478,176.13113317745794,79144300
2021-12-29,175.36851501464844,176.59056116138325,174.15623986676752,175.31963018526795,62348900
2021-12-30,174.21493530273438,176.53194546765312,174.10739462067014,175.45653864701075,59773000
2021-12-31,173.5990447998047,175.22191121478994,173.2959647369927,174.10740540326523,64062300
2022-01-03,177.9397430419922,178.79029755777358,173.73591497728762,173.8532266687499,104487900
2022-01-04,175.68136596679688,178.84891521802436,175.11433471652768,178.54585013474667,99310400
2022-01-05,171.00827026367188,176.14086475419518,170.73453308424857,175.59339039534856,94537600
2022-01-06,168.15359497070312,171.37980064842037,167.80164498917833,168.83793801323478,96904000
2022-01-07,168.31976318359375,170.2457092977057,167.2052575825263,169.0236630282213,86709100
2022-01-10,168.33934020996094,168.64240533418686,164.40923476090865,165.29888813158135,106765600
2022-01-11,171.1647186279297,171.26247339503044,166.99998962694013,168.46644539148625,76138300
2022-01-12,171.6046600341797,173.2177554801649,170.91054596180936,172.18146241376857,74805200
2022-01-13,168.33934020996094,172.6702655459411,167.94827640647682,171.84905393496265,84505800
2022-01-14,169.1996612548828,169.89377524696252,167.26392904254132,167.50833831927105,80440800
2022-01-18,166.00277709960938,168.6814931182034,165.6214992398613,167.67452813175186,90956700
2022-01-19,162.5126190185547,167.25416515581253,162.22911080921511,166.19831524532339,94815000
2022-01-20,160.83108520507812,165.88546757565922,160.50846314939517,163.24585020445963,91420500
2022-01-21,158.7780303955078,162.61036568511253,158.67048972769118,160.74307541554964,122848900
2022-01-24,158.00570678710938,158.67050778679211,151.24045969712583,156.44149634340394,162294600
2022-01-25,156.20684814453125,159.1202024043847,153.5085752311325,155.4247355135648,115798400
2022-01-26,156.1188507080078,160.713741500623,154.2906743409117,159.84364519078215,108275300
2022-01-27,155.65936279296875,160.17604091465265,154.7403816352541,158.817126094803,121954600
2022-01-28,166.52093505859375,166.54049197821774,159.15932862262193,162.00425626677838,179935700
2022-01-31,170.87139892578125,171.0864802658057,165.71924760028926,166.3547206203823,115541600
2022-02-01,170.70521545410156,170.93006781127377,168.45664712970438,170.1186272242385,86213900
2022-02-02,171.90769958496094,171.94681342176997,169.45383589849953,170.84207875406224,84914300
2022-02-03,169.033447265625,172.29876649074853,168.27089152715305,170.57811566132818,89418100
2022-02-04,168.7495574951172,170.42345318106436,167.07566180917001,168.05454433189513,82465400
2022-02-07,168.0349884033203,170.27662295458384,167.3399751947351,169.20964451994723,77251200
2022-02-08,171.13809204101562,171.64711530996314,167.80988135828758,168.10354920331756,74829200
2022-02-09,172.5574188232422,172.9196005956565,171.20655609241282,172.33228001362485,71285000
2022-02-10,168.4852752685547,171.7743215374217,167.92731993059743,170.4626223841964,90865900
2022-02-11,165.0787811279297,169.4250227899619,164.4914455219278,168.690860750742,98670700
2022-02-14,165.31370544433594,165.99892030677,163.04269054419584,163.83558309476697,86185500
2022-02-15,169.14112854003906,169.29775335068365,166.65477315145358,167.35956986279012,62527400
2022-02-16,168.9062042236328,169.67951494494773,166.45899759893967,168.2209893560315,61177400
2022-02-17,165.31370544433594,168.27971865617212,164.91235997613748,167.4182971510757,69589300
2022-02-18,163.7670440673828,166.93861378532614,162.68048390268257,166.23383213199764,82772700
2022-02-22,160.85000610351562,163.16995323151656,158.72581758393332,161.49605730830203,91162800
2022-02-23,156.6897430419922,162.64133603328534,156.37649344425944,162.04421705709984,90009200
2022-02-24,159.3033447265625,159.41102239990326,148.79014121364656,149.357894860665,141147500
2022-02-25,161.3688201904297,161.6331077669388,157.47285626304333,160.38013909716133,91974200
2022-02-28,161.63307189941406,161.92673963359974,158.9998756125995,159.6165763607333,95056600
2022-03-01,159.75363159179688,163.08184127413253,158.54961021930214,161.22195543903135,83474400
2022-03-02,163.04270935058594,163.82581854222389,159.5089420061074,160.9185355637426,79724800
2022-03-03,162.7196807861328,165.34309441078548,162.05404766344782,164.91238359654656,76678400
2022-03-04,159.72430419921875,162.05405003585454,158.67690737340956,161.01643666085187,83737200
2022-03-07,155.93600463867188,161.53521443024337,155.68148559760553,159.91026569329455,96418800
2022-03-08,154.1152801513672,159.44040392728598,152.50991327214726,155.46614292973925,131148300
2022-03-09,159.50894165039062,159.95923428896205,156.04370327606966,158.06998280822745,91454900
2022-03-10,155.17250061035156,157.00300660733848,152.6861300144377,156.81701649151432,105342000
2022-03-11,151.46250915527344,155.91642822664025,151.23737032666907,155.57381332247203,96970100
2022-03-14,147.43930053710938,150.86538982544317,146.9302923114544,148.25177493215907,108732100
2022-03-15,151.8148651123047,152.28473941021275,147.20433745535036,147.71334553991105,92964300
2022-03-16,156.2198944091797,156.6212399212536,151.19823606106897,153.73353879751855,102300200
2022-03-17,157.2281494140625,157.6001296550613,154.3012994227279,155.26060037752023,75615400
2022-03-18,160.51718139648438,161.00662274780382,156.38629519642316,157.1204572234023,123511700
2022-03-21,161.88760375976562,162.83712104497158,159.56764191840216,160.05708320205216,95811400
2022-03-22,165.25498962402344,165.84231029999864,161.42755456550663,162.01487524148183,81532000
2022-03-23,166.61561584472656,168.9942934206818,164.1096638130363,164.4424952526729,98062700
2022-03-24,170.39410400390625,170.46261801995993,166.61561651162776,167.44765777264146,90131400
2022-03-25,171.03036499023438,171.578536843318,169.10196511927478,170.20810721060892,80546200
2022-03-28,171.8917999267578,172.0190445148475,168.36781639958284,168.53422465828777,90371900
2022-03-29,175.1808624267578,175.22979461470234,172.61617948078282,172.95879441578631,100589400
2022-03-30,174.01596069335938,175.8171010585222,172.96854916161706,174.77948791199498,92633200
2022-03-31,170.92271423339844,174.27049138056105,170.7171422878286,174.0845012718467,103049300
2022-04-01,170.6289825439453,171.1869526611863,168.3090361200812,170.35489667684573,78751300
2022-04-04,174.67181396484375,174.72076108227714,170.75628355518236,170.8835430731966,76468400
2022-04-05,171.3632049560547,174.53479031608524,170.73672061862993,173.7516811601631,73401800
2022-04-06,168.20140075683594,169.963392443072,166.5373033062765,168.72020734548278,89058800
2022-04-07,168.50485229492188,169.69909027693134,166.26321768469555,167.5455515170426,77594700
2022-04-08,166.49813842773438,168.1524524173325,165.62693350816983,168.1524524173325,76575500
2022-04-11,162.24978637695312,165.46052001953282,162.0050657338506,165.1472853633742,72246700
2022-04-12,164.11947631835938,166.28279871101802,163.12101178667447,164.47187468621496,79265200
2022-04-13,166.80160522460938,167.42808955183875,163.24827119923606,163.85517369033073,70618900
2022-04-14,161.7994842529297,167.653212444084,161.55476362429968,167.0169298477089,75329400
2022-04-18,161.58419799804688,163.08188755230427,160.1158737341422,160.45847376711322,69023900
2022-04-19,163.86495971679688,164.27610359926777,160.44866861751814,161.53522902332887,67723800
2022-04-20,163.69850158691406,165.31366652875272,162.59237461814482,165.1961904824443,67929800
2022-04-21,162.90565490722656,167.90774603308134,162.4064301142371,165.34307817395856,87227800
2022-04-22,158.3734130859375,164.32502122927878,158.08954369720692,162.94480808191494,84882400
2022-04-25,159.44039916992188,159.72426854560663,155.113739965227,157.71755627231695,96046400
2022-04-26,153.48878479003906,158.91178747297153,153.41047239469103,158.8236916294158,95623200
2022-04-27,153.263671875,156.41566043489684,152.09879906936447,152.61760570667977,88063200
2022-04-28,160.184326171875,161.0457475218325,155.57378318397548,155.88703274270952,130216800
2022-04-29,154.32081604003906,162.69026417943107,153.92926902509257,158.4223359956449,131747600
2022-05-02,154.62428283691406,154.88857035171824,150.0333216240582,153.40067973909794,123055300
2022-05-03,156.11221313476562,157.31624964341847,153.01895506893698,154.81029731534235,88966500
2022-05-04,162.5141143798828,162.96439206944154,155.89685759161674,156.29820309411934,108256500
2022-05-05,153.4594268798828,160.61505617925764,151.6778534074066,160.38991736716943,130525300
2022-05-06,154.18484497070312,156.30234136161945,151.14584468974874,152.9398334410661,116124600
2022-05-09,149.0675811767578,152.7633948486293,148.50880608897836,151.8810971374127,131577900
2022-05-10,151.4693603515625,153.65548649022554,149.92045170349726,152.4594939260044,115366700
2022-05-11,143.61700439453125,152.39087300235883,142.9405806152843,150.47925033829725,142689800
2022-05-12,139.7545623779297,143.32293029647687,136.0685607235715,139.96043637411066,182602000
2022-05-13,144.21498107910156,145.18550397266762,140.29369821646105,141.74456868725608,113990900
2022-05-16,142.67588806152344,144.61693408926746,141.34265112461745,142.68570084334092,86643800
2022-05-17,146.3031005859375,146.8226694807634,143.7934664467187,145.9305738468132,78336300
2022-05-18,138.04881286621094,144.46010573899827,137.1469043666091,143.960147405131,109742900
2022-05-19,134.64706420898438,138.87224434894858,133.91182362893935,137.127274568989,136095600
2022-05-20,134.88233947753906,137.93113785871375,130.00034593006458,136.3528207232791,137426100
2022-05-23,140.29373168945312,140.44077384848245,134.94117272312687,135.07841705772444,117726300
2022-05-24,137.5978546142578,139.17617200488684,134.62748321427134,138.03899606760518,104132700
2022-05-25,137.7547149658203,138.99971190055481,135.61760734755066,135.70583264997845,92482700
2022-05-26,140.95053100585938,141.49950829001511,134.44120114221013,134.68628135538745,90601500
2022-05-27,146.6952362060547,146.7344424649416,142.40142537012454,142.52887188890233,90978500
2022-05-31,145.9109344482422,147.69512536408004,143.95029298038025,146.13641898717157,103718400
2022-06-01,145.7835235595703,148.75389460714223,144.7737792988703,146.95009283292427,74286600
2022-06-02,148.2343292236328,148.2931460840145,143.96992734384497,144.9208398093746,72348100
2022-06-03,142.51904296875,145.05807025566116,141.61714962601158,144.00911981753086,88570300
2022-06-06,143.26409912109375,145.64628674294468,142.04849579123675,144.13658414441952,71598400
2022-06-07,145.7835235595703,146.06781003090646,141.26424373812605,141.50932395629872,67808200
2022-06-08,145.04827880859375,146.9206802540853,144.55811838609154,145.6560729457736,53950200
2022-06-09,139.8329620361328,145.03846322934638,139.7251261469218,144.1855888973648,69473000
2022-06-10,134.43141174316406,137.9899664897166,134.36278209908923,137.51941663931075,91437900
2022-06-13,129.2847137451172,132.53937106937602,128.85337019356888,130.25522177759234,122207100
2022-06-14,130.1473846435547,131.25515193955982,128.8925752102517,130.51011351307002,84784300
2022-06-15,132.7648468017578,134.63726323315953,129.5592083618082,131.64728162043858,91533000
2022-06-16,127.50050354003906,129.78465248887207,126.50057227144765,129.4807554755027,108123900
2022-06-17,128.9710235595703,130.4611156124141,127.25546187351353,127.5103548974603,134520300
2022-06-21,133.1962127685547,134.36279718069025,130.69640612370614,130.79442925101708,81000500
2022-06-22,132.6864471435547,135.04900927487205,131.2747825760473,132.13745484401576,73409200
2022-06-23,135.54901123046875,135.86270622381755,132.9609639616573,134.12754853756152,72433800
2022-06-24,138.87222290039062,139.1173030558868,137.0194175231798,137.14684903225404,89116800
2022-06-27,138.87222290039062,140.66621143364327,138.19579927786032,139.89174976551223,70207900
2022-06-28,134.7353057861328,140.59762053174873,134.61767206581916,139.3330131628478,67083400
2022-06-29,136.4900665283203,137.90173093297278,133.98044756827542,134.75490940956817,66242400
2022-06-30,134.02947998046875,135.64700354645933,131.13753620204082,134.5490488814723,98964500
2022-07-01,136.1959686279297,136.3038045198631,132.9903302157903,133.36284196732555,71051600
2022-07-05,138.7742156982422,138.82323473193733,134.2353254229341,135.05880629688934,73353800
2022-07-06,140.1074676513672,141.28384979355582,138.30368070277723,138.5683715462856,74064300
2022-07-07,143.46994018554688,143.66600133351363,140.46034846155806,140.470146283479,66253700
2022-07-08,144.14634704589844,144.64632016905765,142.14649942878123,142.40137742200497,64547800
2022-07-11,142.01910400390625,143.75427642973983,140.95055766241197,142.80336382609462,63141600
2022-07-12,142.98959350585938,145.5286208059207,142.19553604555907,142.89155544175705,77588800
2022-07-13,142.62686157226562,143.56796105129766,139.32317069836506,140.17605986446435,71185600
2022-07-14,145.54824829101562,146.01879814456234,140.4309718883509,141.244640047542,78140700
2022-07-15,147.21478271484375,147.8912065060331,145.2835494113212,146.83245817528143,76259900
2022-07-18,144.17579650878906,148.58724039251226,143.81306761767442,147.77357228115997,81420900
2022-07-19,148.02845764160156,148.25392726287154,144.01894870347078,145.0090674390563,82982400
2022-07-20,150.0283203125,150.69494637561027,147.41086501912858,148.14610577429508,64823400
2022-07-21,152.2928466796875,152.50851845862235,148.94994906470606,151.45956799212024,65086600
2022-07-22,151.05764770507812,153.20455292364784,150.3910366563313,152.33206789895848,66675400
2022-07-25,149.94009399414062,151.98896129458768,149.28328071900498,150.97923186102722,53623900
2022-07-26,148.6166229248047,150.07729118277658,147.83236337932289,149.26362321320852,55138700
2022-07-27,153.70449829101562,154.23387992265205,149.16562296270044,149.57735592146827,78620700
2022-07-28,154.2534637451172,154.5377501582959,151.3713185756555,153.89073492463993,81378700
2022-07-29,159.31199645996094,160.40996640078936,156.36123496573555,158.0669992776998,101786900
2022-08-01,158.33163452148438,160.37070393464464,157.72384030664722,157.84147403635484,67829400
2022-08-02,156.86111450195312,159.21389322725332,156.4886027966237,156.94935473605096,59907000
2022-08-03,162.86070251464844,163.3116417148104,157.58657171952117,157.67479700322565,82507500
2022-08-04,162.54701232910156,163.89986001020398,161.19416464799912,162.74307352499065,55474100
2022-08-05,162.3212432861328,162.81208464474912,160.0142829089203,160.22044287042655,56697000
2022-08-08,161.8500213623047,164.7361708864107,161.19229575323052,163.32254540690658,60276900
2022-08-09,161.89910888671875,162.78263230320212,160.25970057725633,161.0156004495246,63135500
2022-08-10,166.1399688720703,166.23812814464867,163.8428202002786,164.60853143111325,70170500
2022-08-11,165.4036865234375,167.85789272456063,165.10917878344554,166.94492022851418,57149200
2022-08-12,168.9475860595703,169.01629605421468,166.29703098384923,166.70935086886797,68039400
2022-08-15,170.017578125,170.2139116101504,168.2112860947607,168.3781703061028,54091700
2022-08-16,169.86053466796875,170.52808660786044,168.51563433427114,169.61511402434292,56377100
2022-08-17,171.35269165039062,172.92337473871223,169.40896440067246,169.6052979143018,79542000
2022-08-18,170.96002197265625,171.6962839363271,169.94889007422466,170.56735491708034,62290100
2022-08-19,168.37818908691406,170.5575254675204,168.1720291679761,169.8605242913159,70346300
2022-08-22,164.50054931640625,166.74859572706774,164.0784180378036,166.58171149389958,69026800
2022-08-23,164.16680908203125,165.61971039901564,163.59743126526018,164.01956265497435,54147100
2022-08-24,164.46128845214844,165.03066617037743,163.2047358944321,164.25514348994625,53841500
2022-08-25,166.91549682617188,167.0234825149317,165.26627719342727,165.68839353539587,51218200
2022-08-26,160.62290954589844,167.91681938586046,160.56401098389765,167.44561591056575,78961000
2022-08-29,158.42391967773438,159.9160662270411,156.89249744175427,158.19812192757627,73314000
2022-08-30,155.99916076660156,159.58229569538483,154.83095626158936,159.1601794345339,77906200
2022-08-31,154.34014892578125,157.6386032608909,154.2616125155062,157.37354474862363,87991100
2022-09-01,155.06655883789062,155.51812435449008,151.83681534634707,153.77073087696763,74229900
2022-09-02,152.9559783935547,157.4226376540656,152.13136852434044,156.82381061062185,76957800
2022-09-06,151.69940185546875,154.21250676362826,150.8747921160952,153.60386838160778,73714800
2022-09-07,153.1032257080078,153.80021196934476,150.79626559392008,151.9841081371773,87449600
2022-09-08,151.6306915283203,153.49588236025656,149.88328282837716,151.80738719524012,84923800
2022-09-09,154.48736572265625,154.92913481819144,151.91536244109605,152.62217501880943,68028800
2022-09-12,160.43637084960938,161.2511691580026,156.38203213199495,156.6667134786447,104956000
2022-09-13,151.02206420898438,157.59933535695706,150.56067213786505,156.97105902298662,122656600
2022-09-14,152.46510314941406,154.22232317214238,150.79624593389804,151.95462406702927,87965400
2022-09-15,149.5789794921875,152.3964188629796,148.60712326254628,151.81721471946022,90481100
2022-09-16,147.93955993652344,148.57766259301448,145.65223775657734,148.44022763272653,162278800
2022-09-19,151.6503143310547,151.7288507316376,146.36887246061372,146.57501740526791,81474200
2022-09-20,154.0260009765625,155.18439428665013,150.27598106267698,150.59011171978128,107689800
2022-09-21,150.90423583984375,155.83228620825895,150.78643873263653,154.45792171393398,101696800
2022-09-22,149.9422149658203,151.64052177438083,148.14573389948876,149.58880860884872,86652500
2022-09-23,147.67449951171875,148.6954577569954,145.83875792782328,148.42058784002563,96029900
2022-09-26,148.00828552246094,150.95333323742267,146.8989794231201,146.91861726875362,93339400
2022-09-27,148.9801788330078,151.88596656060932,147.20333533190674,149.94223877822546,84442700
2022-09-28,147.09530639648438,147.8806554147203,142.18689375661808,144.93560783080054,146691400
2022-09-29,139.87013244628906,144.03247205665744,138.1031007730531,143.42383363893248,128138200
2022-09-30,135.66854858398438,140.4788028880648,135.47221503631138,138.69213315187477,124925300
2022-10-03,139.84068298339844,140.44933637961338,135.1678792129988,135.67835835777296,114311700
2022-10-04,143.42385864257812,143.54165578156733,141.61755096209856,142.37345088895668,87830100
2022-10-05,143.71832275390625,144.6803824609242,140.39041942925496,141.43101553965928,79471000
2022-10-06,142.76608276367188,144.8374334955695,142.5599378213271,143.13912691743977,68402200
2022-10-07,137.52389526367188,140.47876912027488,136.89561907456743,139.9290143479333,85925600
2022-10-10,137.8478546142578,139.2909290851068,136.0317509799681,137.8478546142578,74899000
2022-10-11,136.43421936035156,138.76081689569904,135.68814610919395,137.337365394685,77033700
2022-10-12,135.80596923828125,137.78897231294513,135.62927355780315,136.58150689181417,70433700
2022-10-13,140.3708038330078,140.9598044199806,131.90868942611982,132.5173428390662,113224000
2022-10-14,135.84523010253906,141.87276009592642,135.65870802953629,141.66660017858484,88598000
2022-10-17,139.8014373779297,140.282452315822,137.7006369919499,138.48598615048115,85250900
2022-10-18,141.11688232421875,144.0128431743189,138.03439937209953,142.825015544548,99136600
2022-10-19,141.224853515625,142.2948839097448,138.9080820775627,139.09460416043055,61758300
2022-10-20,140.7634735107422,143.21768011702426,140.0370229627389,140.40025572638473,64522000
2022-10-21,144.57237243652344,145.14175003074126,140.0369895251427,140.25296085326963,86548600
2022-10-24,146.7124786376953,147.47818995640918,143.32567626964715,144.4938810962025,75981900
2022-10-25,149.54949951171875,149.69676086548404,146.62409003086213,147.34071401880695,74732300
2022-10-26,146.61427307128906,149.20591401942318,145.32825653907994,148.1947823413551,88194300
2022-10-27,142.14764404296875,146.31979510961392,141.48991849585923,145.35775035197634,109180200
2022-10-28,152.88726806640625,154.6150242142885,145.11234293200243,145.48537216958695,164762400
2022-10-31,150.5312042236328,151.4147275390832,149.13721674827332,150.35450854811523,97943200
2022-11-01,147.89047241210938,152.60255171953904,146.3983256985316,152.2393339638939,80379300
